age,category,color,electors,name,party,pc,polled_votes,rank,sex,state,votes,year
,,#9DBC2A,,BHARATHI MOHAN R.K,All India Anna Dravida Munnetra Kazhagam,MAYILADUTHURAI,1025538,1,,Tamil Nadu,513729,2014
,,#9DBC2A,,GOPAL. DR. K,All India Anna Dravida Munnetra Kazhagam,NAGAPATTINAM,942202,1,,Tamil Nadu,434174,2014
,,#9DBC2A,,PARASURAMAN.K,All India Anna Dravida Munnetra Kazhagam,THANJAVUR,1012258,1,,Tamil Nadu,510307,2014
,,#9DBC2A,,SENTHILNATHAN PR,All India Anna Dravida Munnetra Kazhagam,SIVAGANGA,1027036,1,,Tamil Nadu,475993,2014
,,#9DBC2A,,R.GOPALAKRISHNAN,All India Anna Dravida Munnetra Kazhagam,MADURAI,978346,1,,Tamil Nadu,454167,2014
,,#9DBC2A,,"PARTHIPAN, R.",All India Anna Dravida Munnetra Kazhagam,THENI,1075583,1,,Tamil Nadu,571254,2014
,,#9DBC2A,,RADHAKRISHNAN T,All India Anna Dravida Munnetra Kazhagam,VIRUDHUNAGAR,1010930,1,,Tamil Nadu,406694,2014
,,#9DBC2A,,ANWHAR RAAJHAA.A,All India Anna Dravida Munnetra Kazhagam,RAMANATHAPURAM,1001048,1,,Tamil Nadu,405945,2014
,,#9DBC2A,,JEYASINGH THIYAGARAJ NATTERJEE.J,All India Anna Dravida Munnetra Kazhagam,THOOTHUKKUDI,916778,1,,Tamil Nadu,366052,2014
,,#9DBC2A,,VASANTHI.M,All India Anna Dravida Munnetra Kazhagam,TENKASI,1017938,1,,Tamil Nadu,424586,2014
,,#9DBC2A,,PRABAKARAN.K.R.P,All India Anna Dravida Munnetra Kazhagam,TIRUNELVELI,962330,1,,Tamil Nadu,398139,2014
,,#FB7B0D,,RADHAKRISHNAN P.,Bharatiya Janata Party,KANNIYAKUMARI,990742,1,,Tamil Nadu,372906,2014
,,#DE0000,,SANKAR PRASAD DATTA,Communist Party of India  (Marxist),TRIPURA WEST,1072749,1,,Tripura,671665,2014
,,#DE0000,,JITENDRA CHOUDHURY,Communist Party of India  (Marxist),TRIPURA EAST,951110,1,,Tripura,623771,2014
,,#FB7B0D,,RAGHAV LAKHANPAL,Bharatiya Janata Party,SAHARANPUR,1194308,1,,Uttar Pradesh,472999,2014
,,#FB7B0D,,HUKUM SINGH,Bharatiya Janata Party,KAIRANA,1119324,1,,Uttar Pradesh,565909,2014
,,#FB7B0D,,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janata Party,MUZAFFARNAGAR,1107434,1,,Uttar Pradesh,653391,2014
,,#FB7B0D,,KUNWAR BHARTENDRA,Bharatiya Janata Party,BIJNOR,1060346,1,,Uttar Pradesh,486913,2014
,,#FB7B0D,,YASHWANT SINGH,Bharatiya Janata Party,NAGINA,942196,1,,Uttar Pradesh,367825,2014
,,#FB7B0D,,KUNWER SARVESH KUMAR,Bharatiya Janata Party,MORADABAD,1127965,1,,Uttar Pradesh,485224,2014
,,#FB7B0D,,DR. NEPAL SINGH,Bharatiya Janata Party,RAMPUR,956389,1,,Uttar Pradesh,358616,2014
,,#FB7B0D,,SATYAPAL SINGH,Bharatiya Janata Party,SAMBHAL,1057002,1,,Uttar Pradesh,360242,2014
,,#FB7B0D,,KANWAR SINGH TANWAR,Bharatiya Janata Party,AMROHA,1095860,1,,Uttar Pradesh,528880,2014
,,#FB7B0D,,RAJENDRA AGARWAL,Bharatiya Janata Party,MEERUT,1113384,1,,Uttar Pradesh,532981,2014
,,#FB7B0D,,DR. SATYA PAL SINGH,Bharatiya Janata Party,BAGHPAT,1004263,1,,Uttar Pradesh,423475,2014
,,#FB7B0D,,VIJAY KUMAR SINGH,Bharatiya Janata Party,GHAZIABAD,1342320,1,,Uttar Pradesh,758482,2014
,,#FB7B0D,,DR.MAHESH  SHARMA,Bharatiya Janata Party,GAUTAM BUDDHA NAGAR,1199238,1,,Uttar Pradesh,599702,2014
,,#FB7B0D,,BHOLA SINGH,Bharatiya Janata Party,BULANDSHAHR,1009710,1,,Uttar Pradesh,604449,2014
,,#FB7B0D,,SATISH KUMAR,Bharatiya Janata Party,ALIGARH,1064357,1,,Uttar Pradesh,514622,2014
,,#FB7B0D,,RAJESH KUMAR DIWAKER,Bharatiya Janata Party,HATHRAS,1049273,1,,Uttar Pradesh,544277,2014
,,#FB7B0D,,HEMA MALINI,Bharatiya Janata Party,MATHURA,1076868,1,,Uttar Pradesh,574633,2014
,,#FB7B0D,,DR. RAM SHANKAR KATHERIA,Bharatiya Janata Party,AGRA,1070400,1,,Uttar Pradesh,583716,2014
,,#FB7B0D,,BABULAL,Bharatiya Janata Party,FATEHPUR SIKRI,967968,1,,Uttar Pradesh,426589,2014
,,#B15928,,AKSHAY YADAV,Samajwadi Party,FIROZABAD,1104606,1,,Uttar Pradesh,534583,2014
,,#B15928,,MULAYAM SINGH YADAV,Samajwadi Party,MAINPURI,999265,1,,Uttar Pradesh,595918,2014
,,#FB7B0D,,RAJVEER SINGH (RAJU BHAIYA),Bharatiya Janata Party,ETAH,926281,1,,Uttar Pradesh,474978,2014
,,#B15928,,DHARMENDRA YADAV,Samajwadi Party,BADAUN,1027594,1,,Uttar Pradesh,498378,2014
,,#FB7B0D,,DHARMENDRA KUMAR,Bharatiya Janata Party,AONLA,995641,1,,Uttar Pradesh,409907,2014
,,#FB7B0D,,SANTOSH KUMAR GANGWAR,Bharatiya Janata Party,BAREILLY,1017891,1,,Uttar Pradesh,518258,2014
,,#FB7B0D,,MANEKA SANJAY GANDHI,Bharatiya Janata Party,PILIBHIT,1050547,1,,Uttar Pradesh,546934,2014
,,#FB7B0D,,KRISHNA RAJ,Bharatiya Janata Party,SHAHJAHANPUR,1129841,1,,Uttar Pradesh,525132,2014
,,#FB7B0D,,AJAY KUMAR,Bharatiya Janata Party,KHERI,1077868,1,,Uttar Pradesh,398578,2014
,,#FB7B0D,,REKHA,Bharatiya Janata Party,DHAURAHRA,1060271,1,,Uttar Pradesh,360357,2014
,,#FB7B0D,,RAJESH VERMA,Bharatiya Janata Party,SITAPUR,1026972,1,,Uttar Pradesh,417546,2014
,,#FB7B0D,,ANSHUL VERMA,Bharatiya Janata Party,HARDOI,972894,1,,Uttar Pradesh,360501,2014
,,#FB7B0D,,ANJU BALA,Bharatiya Janata Party,MISRIKH,998314,1,,Uttar Pradesh,412575,2014
,,#FB7B0D,,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,UNNAO,1201603,1,,Uttar Pradesh,518834,2014
,,#FB7B0D,,KAUSHAL KISHORE,Bharatiya Janata Party,MOHANLALGANJ,1116588,1,,Uttar Pradesh,455274,2014
,,#FB7B0D,,RAJ NATH SINGH,Bharatiya Janata Party,LUCKNOW,1033783,1,,Uttar Pradesh,561106,2014
,,#019733,,SONIA GANDHI,Indian National Congress,RAE BARELI,825136,1,,Uttar Pradesh,526434,2014
,,#019733,,RAHUL GANDHI,Indian National Congress,AMETHI,874625,1,,Uttar Pradesh,408651,2014
,,#FB7B0D,,FEROZE VARUN GANDHI,Bharatiya Janata Party,SULTANPUR,964981,1,,Uttar Pradesh,410348,2014
,,#999,,KUWAR HARIVANSH SINGH,Apna Dal,PRATAPGARH,894456,1,,Uttar Pradesh,375789,2014
,,#FB7B0D,,MUKESH RAJPUT,Bharatiya Janata Party,FARRUKHABAD,970677,1,,Uttar Pradesh,406195,2014
,,#FB7B0D,,ASHOK KUMAR DOHAREY,Bharatiya Janata Party,ETAWAH,939604,1,,Uttar Pradesh,439646,2014
,,#B15928,,DIMPLE YADAV,Samajwadi Party,KANNAUJ,1114460,1,,Uttar Pradesh,489164,2014
,,#FB7B0D,,DR.MURLI MANOHAR JOSHI,Bharatiya Janata Party,KANPUR,835079,1,,Uttar Pradesh,474712,2014
,,#FB7B0D,,DEVENDRA SINGH @ BHOLE SINGH,Bharatiya Janata Party,AKBARPUR,971375,1,,Uttar Pradesh,481584,2014
,,#FB7B0D,,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,JALAUN,1109166,1,,Uttar Pradesh,548631,2014
,,#FB7B0D,,UMA BHARATI,Bharatiya Janata Party,JHANSI,1320804,1,,Uttar Pradesh,575889,2014
,,#FB7B0D,,BHAIRON PRASAD MISHRA,Bharatiya Janata Party,BANDA,858326,1,,Uttar Pradesh,342066,2014
,,#FB7B0D,,NIRANJAN JYOTI,Bharatiya Janata Party,FATEHPUR,1056688,1,,Uttar Pradesh,485994,2014
,,#FB7B0D,,VINOD KUMAR SONKAR,Bharatiya Janata Party,KAUSHAMBI,910038,1,,Uttar Pradesh,331593,2014
,,#FB7B0D,,KESHAV PRASAD MAURYA,Bharatiya Janata Party,PHULPUR,960341,1,,Uttar Pradesh,503564,2014
,,#FB7B0D,,SHYAMA CHARAN GUPTA,Bharatiya Janata Party,ALLAHABAD,891582,1,,Uttar Pradesh,313772,2014
,,#FB7B0D,,PRIYANKA SINGH RAWAT,Bharatiya Janata Party,BARABANKI,1068168,1,,Uttar Pradesh,454214,2014
,,#FB7B0D,,LALLU SINGH,Bharatiya Janata Party,FAIZABAD,1022716,1,,Uttar Pradesh,491761,2014
,,#FB7B0D,,HARI OM PANDEY,Bharatiya Janata Party,AMBEDKAR NAGAR,1034404,1,,Uttar Pradesh,432104,2014
,,#FB7B0D,,SADHVI SAVITRI BAI FOOLE,Bharatiya Janata Party,BAHRAICH,934263,1,,Uttar Pradesh,432392,2014
,,#FB7B0D,,BRIJ BHUSAN SHARAN SINGH,Bharatiya Janata Party,KAISERGANJ,943357,1,,Uttar Pradesh,381500,2014
,,#FB7B0D,,DADDAN MISHRA,Bharatiya Janata Party,SHRAWASTI,979638,1,,Uttar Pradesh,345964,2014
,,#FB7B0D,,KIRTI VARDHAN SINGH,Bharatiya Janata Party,GONDA,873732,1,,Uttar Pradesh,359643,2014
,,#FB7B0D,,JAGDAMBIKA PAL,Bharatiya Janata Party,DOMARIYAGANJ,935027,1,,Uttar Pradesh,298845,2014
,,#FB7B0D,,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,Bharatiya Janata Party,BASTI,1048534,1,,Uttar Pradesh,357680,2014
,,#FB7B0D,,SHARAD TRIPATHI,Bharatiya Janata Party,SANT KABIR NAGAR,1011649,1,,Uttar Pradesh,348892,2014
,,#FB7B0D,,ADITYANATH,Bharatiya Janata Party,GORAKHPUR,1040199,1,,Uttar Pradesh,539127,2014
,,#FB7B0D,,RAJESH PANDEY URF GUDDU,Bharatiya Janata Party,KUSHI NAGAR,950445,1,,Uttar Pradesh,370051,2014
,,#FB7B0D,,KALRAJ MISHRA,Bharatiya Janata Party,DEORIA,971557,1,,Uttar Pradesh,496500,2014
,,#FB7B0D,,KAMLESH PASWAN,Bharatiya Janata Party,BANSGAON,877877,1,,Uttar Pradesh,417959,2014
,,#FB7B0D,,NEELAM SONKAR,Bharatiya Janata Party,LALGANJ,898655,1,,Uttar Pradesh,324016,2014
,,#B15928,,MULAYAM SINGH YADAV,Samajwadi Party,AZAMGARH,960218,1,,Uttar Pradesh,340306,2014
,,#FB7B0D,,HARINARAYAN RAJBHAR,Bharatiya Janata Party,GHOSI,1039656,1,,Uttar Pradesh,379797,2014
,,#FB7B0D,,RAVINDRA KUSHAWAHA,Bharatiya Janata Party,SALEMPUR,854749,1,,Uttar Pradesh,392213,2014
,,#FB7B0D,,BHARAT SINGH,Bharatiya Janata Party,BALLIA,942211,1,,Uttar Pradesh,359758,2014
,,#FB7B0D,,KRISHNA PRATAP 'K.P.',Bharatiya Janata Party,JAUNPUR,1007143,1,,Uttar Pradesh,367149,2014
,,#FB7B0D,,RAM CHARITRA NISHAD,Bharatiya Janata Party,MACHHLISHAHR,997902,1,,Uttar Pradesh,438210,2014
,,#FB7B0D,,MANOJ SINHA,Bharatiya Janata Party,GHAZIPUR,986673,1,,Uttar Pradesh,306929,2014
,,#FB7B0D,,DR MAHENDRA NATH PANDEY,Bharatiya Janata Party,CHANDAULI,980572,1,,Uttar Pradesh,414135,2014
,,#FB7B0D,,NARENDRA MODI,Bharatiya Janata Party,VARANASI,1030685,1,,Uttar Pradesh,581022,2014
,,#FB7B0D,,VIRENDRA SINGH,Bharatiya Janata Party,BHADOHI,981552,1,,Uttar Pradesh,403544,2014
,,#999,,ANUPRIYA SINGH PATEL,Apna Dal,MIRZAPUR,1007627,1,,Uttar Pradesh,436536,2014
,,#FB7B0D,,CHHOTELAL,Bharatiya Janata Party,ROBERTSGANJ,885873,1,,Uttar Pradesh,378211,2014
,,#0C6965,,RENUKA SINHA,All India Trinamool Congress,COOCH BEHAR,1332409,1,,West Bengal,526499,2014
,,#0C6965,,DASRATH TIRKEY,All India Trinamool Congress,ALIPURDUARS,1223566,1,,West Bengal,362453,2014
,,#0C6965,,BIJOY CHANDRA BARMAN,All India Trinamool Congress,JALPAIGURI,1302117,1,,West Bengal,494773,2014
,,#FB7B0D,,S.S.AHLUWALIA,Bharatiya Janata Party,DARJEELING,1142009,1,,West Bengal,488257,2014
,,#DE0000,,MD. SALIM,Communist Party of India  (Marxist),RAIGANJ,1108193,1,,West Bengal,317515,2014
,,#0C6965,,ARPITA GHOSH,All India Trinamool Congress,BALURGHAT,1063053,1,,West Bengal,409641,2014
,,#019733,,MAUSAM NOOR,Indian National Congress,MALDAHA UTTAR,1162985,1,,West Bengal,388609,2014
,,#019733,,ABU HASEM KHAN CHOWDHURY,Indian National Congress,MALDAHA DAKSHIN,1092407,1,,West Bengal,380291,2014
,,#019733,,ABHIJIT MUKHERJEE,Indian National Congress,JANGIPUR,1119084,1,,West Bengal,378201,2014
,,#019733,,ADHIR RANJAN CHOWDHURY,Indian National Congress,BAHARAMPUR,1154587,1,,West Bengal,583549,2014
,,#DE0000,,BADARUDDOZA KHAN,Communist Party of India  (Marxist),MURSHIDABAD,1287763,1,,West Bengal,426947,2014
,,#0C6965,,TAPAS PAUL,All India Trinamool Congress,KRISHNANAGAR,1247914,1,,West Bengal,438789,2014
,,#0C6965,,TAPAS MANDAL,All India Trinamool Congress,RANAGHAT,1353196,1,,West Bengal,590451,2014
,,#0C6965,,KAPIL KRISHNA THAKUR,All India Trinamool Congress,BANGAON,1283688,1,,West Bengal,551213,2014
,,#0C6965,,DINESH TRIVEDI,All India Trinamool Congress,BARRACKPORE,1051130,1,,West Bengal,479206,2014
,,#0C6965,,SAUGATA ROY,All India Trinamool Congress,DUM DUM,1132644,1,,West Bengal,483244,2014
,,#0C6965,,DR. KAKALI GHOSHDOSTIDAR,All India Trinamool Congress,BARASAT,1269331,1,,West Bengal,525387,2014
,,#0C6965,,IDRIS ALI,All India Trinamool Congress,BASIRHAT,1273771,1,,West Bengal,492326,2014
,,#0C6965,,PRATIMA MONDAL,All India Trinamool Congress,JOYNAGAR,1186052,1,,West Bengal,494746,2014
,,#0C6965,,CHOUDHURY MOHAN JATUA,All India Trinamool Congress,MATHURAPUR,1265531,1,,West Bengal,627761,2014
,,#0C6965,,ABHISHEK BANERJEE,All India Trinamool Congress,DIAMOND HARBOUR,1261296,1,,West Bengal,508481,2014
,,#0C6965,,SUGATA BOSE,All India Trinamool Congress,JADAVPUR,1272362,1,,West Bengal,584244,2014
,,#0C6965,,SUBRATA BAKSHI,All India Trinamool Congress,KOLKATA DAKSHIN,1167979,1,,West Bengal,431715,2014
,,#0C6965,,SUDIP BANDYOPADHYAY,All India Trinamool Congress,KOLKATA UTTAR,955778,1,,West Bengal,343687,2014
,,#0C6965,,PRASUN BANERJEE,All India Trinamool Congress,HOWRAH,1125399,1,,West Bengal,488461,2014
,,#0C6965,,SULTAN AHMED,All India Trinamool Congress,ULUBERIA,1186027,1,,West Bengal,570785,2014
,,#0C6965,,KALYAN BANERJEE,All India Trinamool Congress,SRERAMPUR,1290433,1,,West Bengal,514933,2014
,,#0C6965,,DR. RATNA DE (NAG),All India Trinamool Congress,HOOGHLY,1348870,1,,West Bengal,614312,2014
,,#0C6965,,APARUPA PODDAR (AFRIN ALI),All India Trinamool Congress,ARAMBAGH,1361934,1,,West Bengal,748764,2014
,,#0C6965,,ADHIKARI SUVENDU,All India Trinamool Congress,TAMLUK,1337684,1,,West Bengal,716928,2014
,,#0C6965,,ADHIKARI SISIR KUMAR,All India Trinamool Congress,KANTHI,1290811,1,,West Bengal,676749,2014
,,#0C6965,,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,GHATAL,1366709,1,,West Bengal,685696,2014
,,#0C6965,,UMA SAREN,All India Trinamool Congress,JHARGRAM,1257613,1,,West Bengal,674504,2014
,,#0C6965,,SANDHYA ROY,All India Trinamool Congress,MEDINIPUR,1260032,1,,West Bengal,579860,2014
,,#0C6965,,DR. MRIGANKA MAHATO,All India Trinamool Congress,PURULIA,1204675,1,,West Bengal,468277,2014
,,#0C6965,,SREEMATI  DEV VARMA (MOON MOON SEN),All India Trinamool Congress,BANKURA,1236319,1,,West Bengal,483455,2014
,,#0C6965,,KHAN SAUMITRA,All India Trinamool Congress,BISHNUPUR,1272070,1,,West Bengal,578870,2014
,,#0C6965,,SUNIL KUMAR MONDAL,All India Trinamool Congress,BARDHAMAN PURBA,1320922,1,,West Bengal,574660,2014
,,#0C6965,,DR. MAMTAZ SANGHAMITA,All India Trinamool Congress,BURDWAN - DURGAPUR,1331242,1,,West Bengal,554521,2014
,,#FB7B0D,,BABUL SUPRIYA BARAL (BABUL SUPRIYO),Bharatiya Janata Party,ASANSOL,1142395,1,,West Bengal,419983,2014
,,#0C6965,,ANUPAM HAZRA,All India Trinamool Congress,BOLPUR,1304756,1,,West Bengal,630693,2014
,,#0C6965,,SATABDI ROY,All India Trinamool Congress,BIRBHUM,1275819,1,,West Bengal,460568,2014
,,#FB7B0D,,KAMALBHAN SINGH MARABI,Bharatiya Janata Party,SARGUJA,1187321,1,,Chhattisgarh,585336,2014
,,#FB7B0D,,VISHNU DEO SAI,Bharatiya Janata Party,RAIGARH,1246186,1,,Chhattisgarh,662478,2014
,,#FB7B0D,,KAMLA PATLE,Bharatiya Janata Party,JANJGIR-CHAMPA,1073347,1,,Chhattisgarh,518909,2014
,,#FB7B0D,,DR. BANSHILAL MAHTO,Bharatiya Janata Party,KORBA,1052720,1,,Chhattisgarh,439002,2014
,,#FB7B0D,,LAKHAN LAL SAHU,Bharatiya Janata Party,BILASPUR,1090457,1,,Chhattisgarh,561387,2014
,,#FB7B0D,,ABHISHEK SINGH,Bharatiya Janata Party,RAJNANDGAON,1178296,1,,Chhattisgarh,643473,2014
,,#019733,,TAMRADHWAJ SAHU,Indian National Congress,DURG,1258342,1,,Chhattisgarh,570687,2014
,,#FB7B0D,,RAMESH BAIS,Bharatiya Janata Party,RAIPUR,1250845,1,,Chhattisgarh,654922,2014
,,#FB7B0D,,CHANDU LAL SAHU (CHANDU BHAIYA),Bharatiya Janata Party,MAHASAMUND,1131209,1,,Chhattisgarh,503514,2014
,,#FB7B0D,,DINESH KASHYAP,Bharatiya Janata Party,BASTAR,769913,1,,Chhattisgarh,385829,2014
,,#FB7B0D,,VIKRAM DEV USENDI,Bharatiya Janata Party,KANKER,1016943,1,,Chhattisgarh,465215,2014
,,#999,,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,RAJMAHAL,951563,1,,Jharkhand,379507,2014
,,#999,,SHIBU SOREN,Jharkhand Mukti Morcha,DUMKA,903060,1,,Jharkhand,335815,2014
,,#FB7B0D,,NISHIKANT DUBEY,Bharatiya Janata Party,GODDA,1049442,1,,Jharkhand,380500,2014
,,#FB7B0D,,SUNIL KUMAR SINGH,Bharatiya Janata Party,CHATRA,712971,1,,Jharkhand,295862,2014
,,#FB7B0D,,RAVINDRA KR. RAY,Bharatiya Janata Party,KODARMA,1024906,1,,Jharkhand,365410,2014
,,#FB7B0D,,RAVINDRA KUMAR PANDEY,Bharatiya Janata Party,GIRIDIH,969997,1,,Jharkhand,391913,2014
,,#FB7B0D,,PASHUPATI NATH SINGH,Bharatiya Janata Party,DHANBAD,1143902,1,,Jharkhand,543491,2014
,,#FB7B0D,,RAM TAHAL CHOUDHARY,Bharatiya Janata Party,RANCHI,1049783,1,,Jharkhand,448729,2014
,,#FB7B0D,,BIDYUT BARAN MAHATO,Bharatiya Janata Party,JAMSHEDPUR,1049140,1,,Jharkhand,464153,2014
,,#FB7B0D,,LAXMAN GILUWA,Bharatiya Janata Party,SINGHBHUM,795286,1,,Jharkhand,303131,2014
,,#FB7B0D,,KARIA MUNDA,Bharatiya Janata Party,KHUNTI,736955,1,,Jharkhand,269185,2014
,,#FB7B0D,,SUDARSHAN BHAGAT,Bharatiya Janata Party,LOHARDAGA,651460,1,,Jharkhand,226666,2014
,,#FB7B0D,,VISHNU DAYAL RAM,Bharatiya Janata Party,PALAMAU,977323,1,,Jharkhand,476513,2014
,,#FB7B0D,,JAYANT SINHA,Bharatiya Janata Party,HAZARIBAGH,967152,1,,Jharkhand,406931,2014
,,#FB7B0D,,MALA RAJYA LAXMI SHAH,Bharatiya Janata Party,TEHRI GARHWAL,776214,1,,Uttarakhand,446733,2014
,,#FB7B0D,,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janata Party,GARHWAL,682024,1,,Uttarakhand,405690,2014
,,#FB7B0D,,AJAY TAMTA,Bharatiya Janata Party,ALMORA,656525,1,,Uttarakhand,348186,2014
,,#FB7B0D,,BHAGAT SINGH KOSHYARI,Bharatiya Janata Party,NAINITAL-UDHAMSINGH NAGAR,1101435,1,,Uttarakhand,636769,2014
,,#FB7B0D,,RAMESH POKHRIYAL NISHANK,Bharatiya Janata Party,HARDWAR,1175692,1,,Uttarakhand,592320,2014
,,#FB7B0D,,BISHNU PADA RAY,Bharatiya Janata Party,ANDAMAN & NICOBAR ISLANDS,190328,1,,Andaman & Nicobar Islands,90969,2014
,,#FB7B0D,,KHER KIRRON ANUPAM,Bharatiya Janata Party,CHANDIGARH,453455,1,,Chandigarh,191362,2014
,,#FB7B0D,,PATEL NATUBHAI GOMANBHAI,Bharatiya Janata Party,DADAR & NAGAR HAVELI,165286,1,,Dadra & Nagar Haveli,80790,2014
,,#FB7B0D,,PATEL LALUBHAI BABUBHAI,Bharatiya Janata Party,DAMAN & DIU,87233,1,,Daman & Diu,46960,2014
,,#FB7B0D,,DR. HARSH VARDHAN,Bharatiya Janata Party,CHANDNI CHOWK,981863,1,,NCT OF Delhi,437938,2014
,,#FB7B0D,,MANOJ TIWARI,Bharatiya Janata Party,NORTH EAST DELHI,1317338,1,,NCT OF Delhi,596125,2014
,,#FB7B0D,,MAHEISH GIRRI,Bharatiya Janata Party,EAST DELHI,1196336,1,,NCT OF Delhi,572202,2014
,,#FB7B0D,,MEENAKASHI LEKHI,Bharatiya Janata Party,NEW DELHI,969812,1,,NCT OF Delhi,453350,2014
,,#FB7B0D,,UDIT RAJ,Bharatiya Janata Party,NORTH WEST DELHI,1356036,1,,NCT OF Delhi,629860,2014
,,#FB7B0D,,PARVESH SAHIB SINGH VERMA,Bharatiya Janata Party,WEST DELHI,1347971,1,,NCT OF Delhi,651395,2014
,,#FB7B0D,,RAMESH BIDHURI,Bharatiya Janata Party,SOUTH DELHI,1102410,1,,NCT OF Delhi,497980,2014
,,#999,,MOHAMMED FAIZAL P.P.,Nationalist Congress Party,LAKSHADWEEP,43239,1,,Lakshadweep,21665,2014
,,#999,,R. RADHAKRISHNAN,All India N.R. Congress,PUDUCHERRY,740017,1,,Puducherry,255826,2014
