#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
3,Srinagar,38,Mohan Prasad Kala,IND,4854,2017,60141,8.07
5,Srinagar,38,Naveen Prakash Nautiyal,IND,608,2017,60141,1.01
6,Srinagar,38,Ganesh Prasad,BSP,532,2017,60141,0.88
7,Srinagar,38,Dhirendra Singh Bisht,UKD,516,2017,60141,0.86
4,Srinagar,38,None Of The Above,NOTA,697,2017,60141,1.16
1,Chaubattakhal,39,Satpal Maharaj,BJP,20921,2017,42850,48.82
2,Chaubattakhal,39,Rajpal Singh Bisht,INC,13567,2017,42850,31.66
3,Chaubattakhal,39,Sunder Singh Chauhan,IND,2545,2017,42850,5.94
4,Chaubattakhal,39,Kavinder Istwal,IND,2339,2017,42850,5.46
5,Chaubattakhal,39,Satendra Singh,IND,965,2017,42850,2.25
6,Chaubattakhal,39,Nandan Singh Rawat,IND,433,2017,42850,1.01
7,Chaubattakhal,39,Ramendra Singh Bhandari,IND,323,2017,42850,0.75
8,Chaubattakhal,39,Anu Pant,UKDD,316,2017,42850,0.74
9,Chaubattakhal,39,Manju Rawat,IND,241,2017,42850,0.56
10,Chaubattakhal,39,Poonam Kaintura,PP,212,2017,42850,0.49
11,Chaubattakhal,39,Bhartendu,BSP,211,2017,42850,0.49
13,Chaubattakhal,39,Subodh Pokhriyal,UKD,196,2017,42850,0.46
14,Chaubattakhal,39,Sushil Chandra,RAP,162,2017,42850,0.38
15,Chaubattakhal,39,Prem Sundriyal,UPP,121,2017,42850,0.28
16,Chaubattakhal,39,Chndra Mohan Mundepi,SP,88,2017,42850,0.21
12,Chaubattakhal,39,None Of The Above,NOTA,210,2017,42850,0.49
1,Lansdowne,40,Daleep Singh Rawat,BJP,22246,2017,39776,55.93
2,Lansdowne,40,Lt. Gen(Retd) Tejpal Singh Rawat  P.V.S.M  V.S.M,INC,15771,2017,39776,39.65
4,Lansdowne,40,Vikram Singh Rawat,UKD,450,2017,39776,1.13
5,Lansdowne,40,Ved Prakash Arya,IND,434,2017,39776,1.09
6,Lansdowne,40,Jagmohan Singh Bisht,IND,226,2017,39776,0.57
7,Lansdowne,40,Manish Sundriyal,IND,164,2017,39776,0.41
3,Lansdowne,40,None Of The Above,NOTA,485,2017,39776,1.22
1,Kotdwar,41,(Dr) Harak Singh Rawat,BJP,39859,2017,71086,56.07
2,Kotdwar,41,Surendra Singh Negi,INC,28541,2017,71086,40.15
3,Kotdwar,41,Renu Agarwal,BSP,764,2017,71086,1.07
5,Kotdwar,41,(Dr) Dinesh,UPP,355,2017,71086,0.5
6,Kotdwar,41,Sudhir Kumar Bahuguna,IND,267,2017,71086,0.38
7,Kotdwar,41,Sudha Patwal,IND,266,2017,71086,0.37
8,Kotdwar,41,Harish Chander Dwivedi,UKD,168,2017,71086,0.24
9,Kotdwar,41,Shammi Kapoor,IND,138,2017,71086,0.19
10,Kotdwar,41,Shyam Lal,IND,137,2017,71086,0.19
11,Kotdwar,41,Anoop Thapliyal,IND,68,2017,71086,0.1
12,Kotdwar,41,Mahitab Singh Rawat,IND,64,2017,71086,0.09
4,Kotdwar,41,None Of The Above,NOTA,459,2017,71086,0.65
1,Dharchula,42,Harish Singh,INC,25597,2017,53825,47.56
2,Dharchula,42,Virendra Singh Pal,BJP,22512,2017,53825,41.82
3,Dharchula,42,Durga Prashad,IND,2717,2017,53825,5.05
4,Dharchula,42,Lal Singh,UKD,883,2017,53825,1.64
5,Dharchula,42,Devindra Singh,IND,631,2017,53825,1.17
6,Dharchula,42,Virendra Singh,IND,540,2017,53825,1.0
8,Dharchula,42,Jitendra Kumar,BSP,445,2017,53825,0.83
7,Dharchula,42,None Of The Above,NOTA,500,2017,53825,0.93
1,Didihat,43,Vishan Singh,BJP,17392,2017,51670,33.66
2,Didihat,43,Kishan  Bhandari,IND,15024,2017,51670,29.08
3,Didihat,43,Pradeep Singh Pal,INC,14470,2017,51670,28.0
4,Didihat,43,Kashi Singh Airy,UKD,2896,2017,51670,5.6
6,Didihat,43,Har Govind Pant,BSP,631,2017,51670,1.22
7,Didihat,43,Bikrant Panday,IND,520,2017,51670,1.01
5,Didihat,43,None Of The Above,NOTA,737,2017,51670,1.43
1,Pithoragarh,44,Prakash Pant,BJP,32941,2017,66658,49.42
2,Pithoragarh,44,Mayukh Mahar,INC,30257,2017,66658,45.39
4,Pithoragarh,44,Lalit Mohan Bhatt,IND,613,2017,66658,0.92
5,Pithoragarh,44,Mahendra Singh,IND,529,2017,66658,0.79
6,Pithoragarh,44,Raghuvar Ram,BSP,519,2017,66658,0.78
7,Pithoragarh,44,Sushma Mathur,UKD,304,2017,66658,0.46
8,Pithoragarh,44,Manoj Kumar Joshi,IND,126,2017,66658,0.19
9,Pithoragarh,44,Krishnanand Kapri,IND,111,2017,66658,0.17
10,Pithoragarh,44,Ramesh Bisht,SP,108,2017,66658,0.16
11,Pithoragarh,44,Gulajar,IND,78,2017,66658,0.12
3,Pithoragarh,44,None Of The Above,NOTA,1072,2017,66658,1.61
1,Gangolihat,45,Meena Gangola,BJP,20418,2017,54676,37.34
2,Gangolihat,45,Narayan Ram Arya,INC,19613,2017,54676,35.87
3,Gangolihat,45,Khajan Chandra,IND,10763,2017,54676,19.69
4,Gangolihat,45,Dinesh Kumar,BSD,958,2017,54676,1.75
6,Gangolihat,45,Sumitra Devi,IND,841,2017,54676,1.54
7,Gangolihat,45,Deepak Kumar,BSP,668,2017,54676,1.22
8,Gangolihat,45,Harish Prasad,UKD,550,2017,54676,1.01
5,Gangolihat,45,None Of The Above,NOTA,865,2017,54676,1.58
1,Kapkot,46,Balwant Singh Bhouriyal,BJP,27213,2017,59774,45.53
2,Kapkot,46,Lalit Farswan,INC,21231,2017,59774,35.52
3,Kapkot,46,Bhoopesh Upadhyay,BSP,6964,2017,59774,11.65
4,Kapkot,46,Bhagwat Singh Dasila,IND,1242,2017,59774,2.08
6,Kapkot,46,Ram Singh Aithani,UKD,951,2017,59774,1.59
7,Kapkot,46,Dayal Singh Kapkoti,IND,641,2017,59774,1.07
8,Kapkot,46,Govind Lal,IND,220,2017,59774,0.37
9,Kapkot,46,Karam Singh Danu,IND,196,2017,59774,0.33
5,Kapkot,46,None Of The Above,NOTA,1116,2017,59774,1.87
1,Bageshwar,47,Chandan Ram Dass,BJP,33792,2017,67479,50.08
2,Bageshwar,47,Balkrishan,INC,19225,2017,67479,28.49
3,Bageshwar,47,Basant Kumar,BSP,11038,2017,67479,16.36
5,Bageshwar,47,Jeevan Lal,UKD,1207,2017,67479,1.79
6,Bageshwar,47,Bachi Lal,IND,676,2017,67479,1.0
4,Bageshwar,47,None Of The Above,NOTA,1541,2017,67479,2.28
1,Dwarahat,48,Mahesh Singh Negi,BJP,20221,2017,46800,43.21
2,Dwarahat,48,Madan Singh Bisht,INC,13628,2017,46800,29.12
3,Dwarahat,48,Pushpesh Tripathi,UKD,6581,2017,46800,14.06
4,Dwarahat,48,Kuber Singh Kathayat,IND,2126,2017,46800,4.54
5,Dwarahat,48,Bhupal Singh Alias Pappu Bhandari,IND,1196,2017,46800,2.56
6,Dwarahat,48,Girish Chaudhary,BSP,830,2017,46800,1.77
7,Dwarahat,48,Nandan Giri,IND,776,2017,46800,1.66
9,Dwarahat,48,Kundan Singh Rawat,BKP,503,2017,46800,1.07
10,Dwarahat,48,Jay Prakash Kandpal,IND,342,2017,46800,0.73
8,Dwarahat,48,None Of The Above,NOTA,597,2017,46800,1.28
1,Salt,49,Surender Singh Jeena,BJP,21581,2017,43895,49.17
2,Salt,49,Ganga Pancholi,INC,18677,2017,43895,42.55
4,Salt,49,Bhuvan Joshi,IND,669,2017,43895,1.52
5,Salt,49,Bhole Shankar,BSP,664,2017,43895,1.51
6,Salt,49,Ganga Devi,UKDD,459,2017,43895,1.05
7,Salt,49,Narayan Singh,UPP,268,2017,43895,0.61
8,Salt,49,Mahipal Singh,IND,262,2017,43895,0.6
9,Salt,49,Rakesh Singh Bisht,UKD,187,2017,43895,0.43
10,Salt,49,Bhagawat Singh,IND,184,2017,43895,0.42
11,Salt,49,Kuber Singh Manral,IND,132,2017,43895,0.3
3,Salt,49,None Of The Above,NOTA,812,2017,43895,1.85
1,Ranikhet,50,Karan  Mahara,INC,19035,2017,41010,46.42
2,Ranikhet,50,Ajay Bhatt,BJP,14054,2017,41010,34.27
3,Ranikhet,50,Pramod Nainwal,IND,5701,2017,41010,13.9
4,Ranikhet,50,Kripal Ram,BSP,1169,2017,41010,2.85
6,Ranikhet,50,Pratap Singh Shahi,UKD,414,2017,41010,1.01
5,Ranikhet,50,None Of The Above,NOTA,637,2017,41010,1.55
1,Someshwar,51,Rekha Arya,BJP,21780,2017,45883,47.47
2,Someshwar,51,Rajendra Barakoti,INC,21070,2017,45883,45.92
4,Someshwar,51,Pradeep Kumar Arya,IND,841,2017,45883,1.83
5,Someshwar,51,Himanshu Kohli,BSP,622,2017,45883,1.36
6,Someshwar,51,Puran Chandra,IND,263,2017,45883,0.57
7,Someshwar,51,Chandra Prakash Arya,IND,218,2017,45883,0.48
3,Someshwar,51,None Of The Above,NOTA,1089,2017,45883,2.37
1,Almora,52,Raghunath Singh Chauhan,BJP,26464,2017,51966,50.93
2,Almora,52,Manoj Tewari,INC,21085,2017,51966,40.57
3,Almora,52,Dr.Sanjay Tamta,BSP,1654,2017,51966,3.18
5,Almora,52,Virendra Kumar,IND,517,2017,51966,0.99
6,Almora,52,Mohd Habib,IND,514,2017,51966,0.99
7,Almora,52,Dinesh Pande,CPM,425,2017,51966,0.82
8,Almora,52,Bhuwan Chandra Joshi,IND,219,2017,51966,0.42
9,Almora,52,Rekha Dhasmana,UPP,157,2017,51966,0.3
10,Almora,52,Kundan Singh Bisht,UKD,130,2017,51966,0.25
11,Almora,52,Prakash Chandra Bhatt,IND,106,2017,51966,0.2
12,Almora,52,Jaswant Singh,SP,72,2017,51966,0.14
4,Almora,52,None Of The Above,NOTA,623,2017,51966,1.2
1,Jageshwar,53,Govind Singh Kunjwal,INC,24132,2017,50899,47.41
2,Jageshwar,53,Subhash Pandey,BJP,23733,2017,50899,46.63
3,Jageshwar,53,Taradatt Pandey,BSP,1345,2017,50899,2.64
5,Jageshwar,53,Mahendra Singh Rawat,UKD,793,2017,50899,1.56
4,Jageshwar,53,None Of The Above,NOTA,896,2017,50899,1.76
1,Lohaghat,54,Puran Singh Fartyal,BJP,26468,2017,56497,46.85
2,Lohaghat,54,Khushal Singh,INC,26320,2017,56497,46.59
4,Lohaghat,54,Jyoti Prakash Tamta,IND,710,2017,56497,1.26
5,Lohaghat,54,Prakash Singh,IND,709,2017,56497,1.25
6,Lohaghat,54,Devilal Sharma Alias Raju,BSP,689,2017,56497,1.22
7,Lohaghat,54,Rajendra Singh,IND,363,2017,56497,0.64
3,Lohaghat,54,None Of The Above,NOTA,1238,2017,56497,2.19
1,Champawat,55,Kailash Chandra Gahtori,BJP,36601,2017,58753,62.3
2,Champawat,55,Hemesh Kharkwal,INC,19241,2017,58753,32.75
4,Champawat,55,Trilok Chand Sorari,UKD,939,2017,58753,1.6
5,Champawat,55,Dinesh Chandra,BSP,928,2017,58753,1.58
3,Champawat,55,None Of The Above,NOTA,1044,2017,58753,1.78
1,Lalkuwa,56,Naveen Chandra Dumka,BJP,44293,2017,80812,54.81
2,Lalkuwa,56,Harish Chandra Durgapal,INC,17185,2017,80812,21.27
3,Lalkuwa,56,Harendra Singh Bora,IND,14709,2017,80812,18.2
5,Lalkuwa,56,Rajeev Mohan,BSP,964,2017,80812,1.19
6,Lalkuwa,56,Purushottam Sharma,CPML,793,2017,80812,0.98
7,Lalkuwa,56,Virendra Puri Maharaj,IND,592,2017,80812,0.73
8,Lalkuwa,56,Chandan Singh Rana,SHI,407,2017,80812,0.5
9,Lalkuwa,56,Vijay Joshi,IND,238,2017,80812,0.29
10,Lalkuwa,56,Deepa Bhatt,UKD,224,2017,80812,0.28
11,Lalkuwa,56,Rajender Singh Bisht,IND,191,2017,80812,0.24
4,Lalkuwa,56,None Of The Above,NOTA,1216,2017,80812,1.5
1,Bhimtal,57,Ram Singh Kaira,IND,18878,2017,61230,30.83
2,Bhimtal,57,Govind Singh Bisht,BJP,15432,2017,61230,25.2
3,Bhimtal,57,Dan Singh Bhandari,INC,14702,2017,61230,24.01
4,Bhimtal,57,Tara Datt Pandey,BSP,8444,2017,61230,13.79
6,Bhimtal,57,Govind Singh Bisht,IND,703,2017,61230,1.15
7,Bhimtal,57,Suhail Ahmad,IND,614,2017,61230,1.0
8,Bhimtal,57,Kamal Pathak,LSPS,460,2017,61230,0.75
9,Bhimtal,57,Krishnanand Kandpal,IND,402,2017,61230,0.66
10,Bhimtal,57,Aan Singh,IND,357,2017,61230,0.58
11,Bhimtal,57,Naveen Chandra,UKD,275,2017,61230,0.45
5,Bhimtal,57,None Of The Above,NOTA,963,2017,61230,1.57
1,Nainital,58,Sanjeev Arya,BJP,30036,2017,61261,49.03
2,Nainital,58,Sarita Arya,INC,22789,2017,61261,37.2
3,Nainital,58,Hem Chandra Arya,IND,5505,2017,61261,8.99
4,Nainital,58,K.L Arya,IND,1035,2017,61261,1.69
5,Nainital,58,Sunder Lal Arya,BSP,997,2017,61261,1.63
6,Nainital,58,None Of The Above,NOTA,899,2017,61261,1.47
1,Haldwani,59,Indira Hridayesh,INC,43786,2017,94182,46.49
2,Haldwani,59,Jogendra Pal Singh Rautela,BJP,37229,2017,94182,39.53
3,Haldwani,59,Shoeb Ahmed,SP,10337,2017,94182,10.98
4,Haldwani,59,Shakeel Ahmad,BSP,1324,2017,94182,1.41
6,Haldwani,59,Bhuwan Chandra Joshi,UKD,268,2017,94182,0.28
7,Haldwani,59,Lalit Mohan Joshi,SHI,226,2017,94182,0.24
8,Haldwani,59,Vinod Kumar Sharma,IND,201,2017,94182,0.21
9,Haldwani,59,Tofik Ahmad,IND,156,2017,94182,0.17
5,Haldwani,59,None Of The Above,NOTA,655,2017,94182,0.7
1,Kaladhungi,60,Bansidhar Bhagat,BJP,45704,2017,101800,44.9
2,Kaladhungi,60,Prakash Joshi,INC,25107,2017,101800,24.66
3,Kaladhungi,60,Mahesh Chandra,IND,20214,2017,101800,19.86
4,Kaladhungi,60,Harendra Singh Darmwal,IND,4294,2017,101800,4.22
5,Kaladhungi,60,Varun Pratap Singh Bhakuni,BSP,2384,2017,101800,2.34
7,Kaladhungi,60,Mahendra Kumar Chaudhary,IND,1097,2017,101800,1.08
8,Kaladhungi,60,Dr. Suresh Dalakoti,UKD,889,2017,101800,0.87
9,Kaladhungi,60,Surendra Singh Nigaltiya,UPP,625,2017,101800,0.61
10,Kaladhungi,60,Suman Lata,IND,367,2017,101800,0.36
6,Kaladhungi,60,None Of The Above,NOTA,1119,2017,101800,1.1
1,Ramnagar,61,Diwan Singh Bisht,BJP,35839,2017,77397,46.31
2,Ramnagar,61,Ranjeet Rawat,INC,27228,2017,77397,35.18
3,Ramnagar,61,Rajeev Agarwal,BSP,10766,2017,77397,13.91
4,Ramnagar,61,Prabhat Dhyani,UPP,1229,2017,77397,1.59
6,Ramnagar,61,Dhaneshwari Ghildiyal,IND,397,2017,77397,0.51
7,Ramnagar,61,Vijay,IND,364,2017,77397,0.47
8,Ramnagar,61,Vichitra Singh,IND,318,2017,77397,0.41
9,Ramnagar,61,Akeel,PP,216,2017,77397,0.28
10,Ramnagar,61,Tanjeem,IND,153,2017,77397,0.2
5,Ramnagar,61,None Of The Above,NOTA,887,2017,77397,1.15
1,Jaspur,62,Adesh Singh Chauhan,INC,42551,2017,91798,46.35
2,Jaspur,62,Dr. Shailendra Mohan Singhal,BJP,38347,2017,91798,41.77
3,Jaspur,62,Mohammad Umar,BSP,8666,2017,91798,9.44
5,Jaspur,62,Km. Seema Chauhan,IND,578,2017,91798,0.63
6,Jaspur,62,Jameel Ahmad Mansoori,PP,337,2017,91798,0.37
7,Jaspur,62,Sanjay Dutt,IND,196,2017,91798,0.21
8,Jaspur,62,Lalman Singh,IND,144,2017,91798,0.16
9,Jaspur,62,Mohammad Ajmal Siddiqi,UKDD,138,2017,91798,0.15
10,Jaspur,62,Rakesh Kumar,IND,100,2017,91798,0.11
11,Jaspur,62,Mahender Singh,SHI,97,2017,91798,0.11
4,Jaspur,62,None Of The Above,NOTA,644,2017,91798,0.7
1,Kashipur,63,Harbhajan Singh Cheema,BJP,50156,2017,104918,47.8
2,Kashipur,63,Manoj Joshi,INC,30042,2017,104918,28.63
3,Kashipur,63,Mohd Ashraf Siddiqui,BSP,15426,2017,104918,14.7
4,Kashipur,63,Rajeev Kumar Agarwal,IND,7106,2017,104918,6.77
6,Kashipur,63,Shiv Singh Rawat,IND,416,2017,104918,0.4
7,Kashipur,63,Mohd. Anas,RLD,301,2017,104918,0.29
8,Kashipur,63,Jakir,PP,214,2017,104918,0.2
9,Kashipur,63,Shiv Kumar Singh,UKD,208,2017,104918,0.2
10,Kashipur,63,Gohar Ali,IND,198,2017,104918,0.19
11,Kashipur,63,Surendra Chaudhary,UKDD,101,2017,104918,0.1
12,Kashipur,63,Ashok Kumar,IND,95,2017,104918,0.09
5,Kashipur,63,None Of The Above,NOTA,655,2017,104918,0.62
1,Bajpur,64,Yashpal Arya,BJP,54965,2017,104192,52.75
2,Bajpur,64,Suneeta Tamta,INC,42329,2017,104192,40.63
3,Bajpur,64,Ramavatar,BSP,4511,2017,104192,4.33
5,Bajpur,64,Manisha,SP,651,2017,104192,0.62
6,Bajpur,64,Gautam Kumar,SHI,488,2017,104192,0.47
7,Bajpur,64,Madan Singh,IND,340,2017,104192,0.33
4,Bajpur,64,None Of The Above,NOTA,908,2017,104192,0.87
1,Gadarpur,65,Arvind Pandey,BJP,41530,2017,98060,42.35
2,Gadarpur,65,Rajendra Pal Singh,INC,27424,2017,98060,27.97
3,Gadarpur,65,Jarnail Singh (Kali),BSP,26115,2017,98060,26.63
4,Gadarpur,65,Shankar Singh Nagarkoti,IND,835,2017,98060,0.85
5,Gadarpur,65,Shaheroom,SP,807,2017,98060,0.82
7,Gadarpur,65,Paramjeet Kaur,IND,308,2017,98060,0.31
8,Gadarpur,65,Anand Vishwas,IND,174,2017,98060,0.18
9,Gadarpur,65,Kamlesh,IND,109,2017,98060,0.11
6,Gadarpur,65,None Of The Above,NOTA,758,2017,98060,0.77
1,Rudrapur,66,Rajkumar Thukral,BJP,68754,2017,116753,58.89
2,Rudrapur,66,Tilak Raj Behar,INC,43983,2017,116753,37.67
3,Rudrapur,66,Jaswant Singh,BSP,1471,2017,116753,1.26
5,Rudrapur,66,B.D.Kandpal,UKD,427,2017,116753,0.37
6,Rudrapur,66,Sanjay Sahni,IND,420,2017,116753,0.36
7,Rudrapur,66,Himan Singh Negi,IND,332,2017,116753,0.28
8,Rudrapur,66,Surendra Upadhyay,IND,249,2017,116753,0.21
9,Rudrapur,66,Vinod Kumar,SP,188,2017,116753,0.16
10,Rudrapur,66,Kailash Chandra,IND,132,2017,116753,0.11
11,Rudrapur,66,Surendra Singhal,RLD,107,2017,116753,0.09
12,Rudrapur,66,Manpreet Singh,IND,94,2017,116753,0.08
4,Rudrapur,66,None Of The Above,NOTA,596,2017,116753,0.51
1,Kichha,67,Rajesh Shukla,BJP,40363,2017,88178,45.77
2,Kichha,67,Harish Rawat,INC,38236,2017,88178,43.36
3,Kichha,67,Rajesh Pratap Singh,BSP,7754,2017,88178,8.79
5,Kichha,67,Sanjay Singh,SP,459,2017,88178,0.52
6,Kichha,67,Mohd. Jalees,IND,405,2017,88178,0.46
7,Kichha,67,Sanjay Grover,IND,254,2017,88178,0.29
8,Kichha,67,Anil Kumar Sharma,IND,149,2017,88178,0.17
4,Kichha,67,None Of The Above,NOTA,558,2017,88178,0.63
1,Sitarganj,68,Saurabh Bahuguna,BJP,50597,2017,87460,57.85
2,Sitarganj,68,Malti  Biswas,INC,22147,2017,87460,25.32
3,Sitarganj,68,Navtej Pal Singh,BSP,11892,2017,87460,13.6
4,Sitarganj,68,Yogendra Kumar Yadav,SP,811,2017,87460,0.93
6,Sitarganj,68,Binda Biswas,IND,437,2017,87460,0.5
7,Sitarganj,68,Mobeen Ali,IND,400,2017,87460,0.46
8,Sitarganj,68,Abdul Vaheed,IND,178,2017,87460,0.2
9,Sitarganj,68,Akhtayar Ahamad,IND,155,2017,87460,0.18
10,Sitarganj,68,Hem Chandra,UKD,136,2017,87460,0.16
11,Sitarganj,68,Raghuvir,BSS,127,2017,87460,0.15
5,Sitarganj,68,None Of The Above,NOTA,580,2017,87460,0.66
1,Nanak Matta,69,Dr. Prem Singh,BJP,42785,2017,82839,51.65
2,Nanak Matta,69,Gopal Singh Rana,INC,33254,2017,82839,40.14
3,Nanak Matta,69,Shish Ram Rana,BSP,3174,2017,82839,3.83
4,Nanak Matta,69,Suneeta Rana,IND,1305,2017,82839,1.58
5,Nanak Matta,69,Rita Wati,IND,899,2017,82839,1.09
7,Nanak Matta,69,Mahesh Chandra,IND,386,2017,82839,0.47
8,Nanak Matta,69,Ansuiya,SP,228,2017,82839,0.28
6,Nanak Matta,69,None Of The Above,NOTA,808,2017,82839,0.98
1,Khatima,70,Pushkar Singh Dhami,BJP,29539,2017,80907,36.51
2,Khatima,70,Bhuwan Chandra Kapri,INC,26830,2017,80907,33.16
3,Khatima,70,Ramesh Singh Rana,BSP,17804,2017,80907,22.01
4,Khatima,70,Dr. Lalit Singh,IND,4516,2017,80907,5.58
6,Khatima,70,Ramesh Chandra Rana,IND,452,2017,80907,0.56
7,Khatima,70,Abdul Fareed Siddiqui,UKD,269,2017,80907,0.33
8,Khatima,70,Ramesh Kumar Max,IND,215,2017,80907,0.27
9,Khatima,70,Bhuwal Singh Kushwaha,BSS,156,2017,80907,0.19
10,Khatima,70,Anil Kumar Rastogi,SHI,121,2017,80907,0.15
11,Khatima,70,Vinod Bhatt,SP,115,2017,80907,0.14
5,Khatima,70,None Of The Above,NOTA,890,2017,80907,1.1
